! ("！")
" ("“”")
brki ("均由" "𤱒" "𡍉")
brkk ("元曲")
brkl ("元帅")
brkm ("老少")
brko ("老小" "𡒕" "𡊑")
brkr ("坎昆")
brl ("填")
brld ("趋同" "埆")
brlg ("𪣽")
brll ("元山" "𧸇" "𧷏")
brlo ("塡" "元贝")
brlr ("𪤯")
brm ("耄" "𡉍")
brmd ("老手")
brmf ("𡏝")
brmg ("𡓡")
brmm ("老年")
brmw ("功名利禄")
brmy ("元气" "𡊧")
brmz ("𡎧")
brnb ("埳")
brne ("均值" "坦然自若")
brng ("声色俱厉")
brnj ("趋向")
brnm ("元件" "越冬作物")
brnn ("老牌")
brno ("均价")
brnr ("老化")
brnu ("老伴")
brnz ("老鼠")
bro ("坎")
brod ("老人" "圽")
broo ("老爸" "老爷")
bror ("均衡")
bros ("㙴")
broy ("均分")
broz ("元凶")
brp ("䤰")
brpo ("老兵")
brqe ("声名狼藉")
brqf ("𨎐")
brqj ("𨄧")
brqp ("𨫔")
brqq ("𡎾")
brqs ("𣁞")
brqv ("元月")
brqw ("𢟯")
brr ("老")
brra ("鼋鱼")
brrb ("㙄")
brri ("老外")
brrk ("𡐑")
brrl ("𡍬")
brrn ("堦")
brrr ("㘩" "𣣋" "𠒟")
brrs ("堍" "垑" "𡓦" "𡋝")
brrt ("均匀")
brry ("𠡭")
brs ("坻" "圴" "𡕟" "𡉌")
brsc ("𦗙")
brse ("赫尔辛基")
brsf ("𨎐")
brsi ("𧐨")
brsj ("𨄧")
brsk ("元音")
brsl ("老调")
brsm ("老话")
brsp ("𨫔")
brsr ("𩻉" "𡑩")
brss ("教条主义" "𣁞")
brsu ("𡑋")
brsw ("𢟯")
brsz ("𡠦")
brt ("均")
brta ("顽症")
brtd ("均")
brte ("𡐗")
brtg ("老头")
brtn ("老鹰")
brtp ("鋆")
brtr ("老将")
brtv ("均应")
bruj ("老总")
brul ("老粗")
brun ("元首")
bruv ("均为")
brvb ("元江")
brvv ("𡐚")
brvx ("老婆" "老汉")
brw ("远")
brwb ("老远")
brwe ("均遭")
brwg ("老家")
brwk ("元宵")
brwr ("老农")
brwt ("老实")
brwx ("𪓜")
brx ("趋")
brxb ("埩")
brxi ("顽皮")
brxs ("𡉳")
bry ("垉" "𡋓" "𡊁")
brya ("老子")
bryj ("顽强")
bryk ("元阳" "塯")
bryl ("𧷨")
bryn ("趋附")
bryr ("教务处")
brys ("老弦" "𤭝")
bryy ("均已" "𡋞")
brz ("趨" "䲧")
brza ("坞" "塢")
brzh ("均线" "老练" "老妪")
brzo ("塡")
brzq ("均能")
brzs ("㘬")
brzz ("老乡")
bs ("专")
bsae ("𡓑")
bsat ("地方政府")
bsba ("培土")
bsbf ("培训教材")
bsbh ("城市规划")
bsbk ("地方工业")
bsbs ("互谅互让")
bsbv ("境地")
bsby ("垃圾")
bsbz ("增产增收")
bsc ("𡊲")
bscb ("城市环境")
bscm ("互竞长短")
bsco ("工商联合会")
bsdk ("教育事业")
bse ("垶")
bsek ("坟墓")
bsem ("走读生")
bseo ("教育革命")
bser ("壤" "壌")
bsez ("增产节约")
bsfa ("坑木")
bsfe ("培植")
bsgi ("喜新厌旧")
bsgj ("𡌮")
bsgm ("𪤛")
bsgo ("𩓁")
bsgs ("二话不说")
bsh ("𪢻")
bshk ("𡑌")
bshp ("城市轻铁")
bsi ("壠")
bsix ("𡔋")
bsiz ("教育战线")
bsj ("培" "𪣦")
bsja ("坑口")
bsjb ("𡒄")
bsje ("𡓣")
bsjg ("超高压")
bsji ("超高频")
bsjk ("𡌿")
bsjl ("塙" "𩱏")
bsjm ("壈" "地方品种")
bsjq ("𡐴")
bsjr ("㙥")
bsju ("𪤵")
bsjv ("超高温")
bsjw ("培训中心")
bsjy ("埻" "𡏿")
bsk ("境" "堷" "𪣎")
bska ("壇" "𡍠")
bskb ("墥")
bskc ("工商业联合会")
bske ("墇")
bskh ("𡑌")
bskj ("示意图")
bskm ("地方党委")
bsko ("境界")
bskr ("境" "壞")
bskw ("超音速" "𪤫")
bskz ("𡏡")
bsl ("壞")
bsla ("地方财政")
bslb ("㙵" "𡌾")
bsli ("𡊔")
bsln ("城市化")
bslo ("境内")
bslu ("五讲四美")
bslz ("地市级" "𪤑")
bsm ("熬")
bsmc ("工商管理")
bsmf ("𣘢")
bsmh ("𢧴")
bsmj ("𨅚")
bsmk ("𣊁")
bsml ("𩪋")
bsmp ("𦪈" "𡎑")
bsmq ("𩘮")
bsmr ("地方特色")
bsmt ("规章制度")
bsmu ("𤎅")
bsmv ("教育科学文化委员会")
bsmy ("老调重弹" "𠢕")
bsmz ("地方税收")
bsnc ("培训班")
bsnm ("教育体制")
bso ("坟" "𡉽")
bsoa ("工商行政管理总局" "工商行政管理部门")
bsod ("坑人")
bsoe ("埣")
bsog ("𪤂")
bsok ("工商企业" "𪣱")
bsom ("考文垂")
bsoo ("𡋟")
bsot ("𡌧")
bsoz ("垴")
bspk ("教育质量")
bspo ("工商银行")
bspx ("起诉书")
bsq ("坑")
bsqd ("坑")
bsri ("境外" "𪣷")
bsrl ("巧立名目")
bsrn ("𪤰")
bssb ("来访者")
bssg ("功率放大器")
bssn ("培训")
bssp ("教育方针")
bssr ("五颜六色")
bsst ("教育部门")
bssu ("互诉衷情")
bssz ("培育")
bstj ("境况")
bstk ("教育问题")
bsu ("垃")
bsuc ("工商联" "墒情")
bsuk ("工商业" "工商界")
bsul ("墒" "墑")
bsun ("培养")
bsup ("工商所")
bsuw ("工商户")
bsux ("工商局")
bsvm ("老谋深算")
bsvr ("壕沟")
bsvs ("二话没说")
bsvv ("圡" "𡈽")
bswa ("𪣿")
bswc ("坑害")
bswg ("壕")
bswk ("境遇")
bswl ("𡐁")
bswm ("𡐒")
bsws ("塝")
bswu ("坑道")
bswy ("超音速飞机")
bsxo ("埌")
bsxq ("㙟")
bsxs ("𡍣")
bsy ("坊")
bsyb ("地方志")
bsye ("教育改革")
bsyj ("走弯路")
bsym ("墩" "地方税")
bsys ("城市建设")
bsyt ("地方病")
bsyu ("地方性")
bsyx ("地方戏")
bsyy ("墎")
bsyz ("塆")
bsz ("垓")
bszf ("𡍕")
bszg ("教育厅")
bszk ("教育界")
bszm ("填充物")
bszn ("城市绿化" "㙲")
bszo ("垓")
bszq ("堉")
bszr ("𡊿")
bszs ("教育部")
bszv ("地方经济")
bszw ("教育家")
bszx ("教育局")
bszy ("教育经费")
bszz ("𡊨")
bt ("专门")
btb ("𪣕" "𡒲")
btbw ("工装裤")
btdq ("增资扩股")
btea ("埋头苦干")
bted ("㘰")
bteo ("二次革命")
bteu ("墌")
btex ("𡍨")
btff ("专门机构")
btg ("圹" "壙")
btgi ("二次大战" "地头蛇")
btgr ("老头儿" "超广角")
btgy ("老头子")
bthd ("趣闻轶事")
bthk ("土库曼")
btij ("𡌽")
btjj ("𡓜" "𡒅")
btjm ("𡓔")
btka ("工资水平")
btkb ("𡏂")
btkd ("工间操")
btke ("土库曼斯坦")
btko ("赶庙会")
btks ("二间瓣")
btky ("二次电子")
btln ("专门化")
btmh ("𡊾")
btob ("㙻" "𡎻")
btod ("专门从事")
btom ("地广人稀")
btow ("工资待遇")
btpk ("𡒷")
btr ("趑")
btra ("𡍓")
btrf ("老资格")
btrl ("喜闻乐见")
btrq ("𪣻")
btrs ("二次方" "𡍓")
btsm ("二次方程")
bttt ("𡔙")
btub ("𡍔")
btuo ("𡐝")
btuw ("工资总额")
btuz ("𡍩")
btve ("塘沽")
btvs ("地痞流氓")
btwi ("井底之蛙")
btwn ("起决定作用")
btx ("塘" "塶")
btxa ("塶")
btxi ("垿")
btxj ("塘")
btxk ("𡐓")
btxl ("墉")
btxo ("𡌻")
btyq ("𡓊")
btzj ("工资级别")
btzx ("老将出马")
bu ("增")
buae ("增刊" "增开")
buaj ("𪤀")
buar ("增殖")
buax ("𡒶")
bub ("幸" "坢" "堘")
bubh ("增城")
bubi ("𡏦")
bubk ("幸未" "堩" "𣊮" "𡍷")
bubl ("攻关项目")
bubm ("夹攻")
bubs ("培养教育")
bubz ("幸亏" "𡡘" "𠅀")
buc ("垟" "𦍒")
buch ("增长")
bucu ("去粗取精")
budb ("趁火打劫" "𡎃")
budj ("幸事")
budn ("恐怖事件")
budp ("增援")
budz ("增拨")
bue ("垪")
bued ("𠦧")
buei ("煮茧")
bueo ("𡓴")
buew ("夹带" "夹芯")
buex ("𢻏")
buf ("𥸮")
bufd ("墫" "壿")
bufm ("𢆧")
bufp ("夹板")
bufv ("增雨")
bug ("颊")
bugb ("增压")
bugd ("增大" "𡎤")
bugi ("幸存")
bugl ("幸而")
bugr ("𡊪")
buhb ("增至")
buix ("𢽞")
bujr ("㙂")
buka ("增量")
bukb ("𢆪")
bukg ("增光")
bukh ("吉普车")
bukk ("増" "𡐭")
buku ("𡌶")
bukv ("𪤏")
bul ("增")
bula ("增幅")
bulf ("培养目标")
bulh ("恐惧感")
buli ("𡋁")
bulk ("增")
bull ("走着瞧")
bulo ("夹具")
bulr ("𧡂")
bulz ("郏县")
bumb ("㙚")
bumc ("增生")
bumh ("𣮾")
bumk ("增重")
buml ("盩")
bumo ("𪯧")
bumy ("互为知己" "𡓏")
bund ("𡏆")
bune ("增值" "培养基")
bunj ("教养员")
bunk ("增白")
bunl ("培养皿")
buns ("夹住")
buo ("夹" "煮" "灻")
buoa ("灻")
buob ("恐怖行动")
buod ("培养人才")
buol ("塧")
buox ("𫘑" "𡒶")
bupo ("增兵")
bups ("瓡")
buq ("執")
buqb ("墊")
buqc ("騺")
buqd ("𠙜")
buqf ("夹杂")
buqi ("蟄")
buqk ("老前辈" "漐")
buql ("贄")
buqm ("摯")
buqq ("增删")
buqr ("鷙")
buqs ("執" "謺")
buqw ("慹")
buqy ("執")
buqz ("縶")
burd ("𠒀")
burj ("幸免")
burl ("夹角")
burm ("𢱬" "𡑝")
burv ("增多")
bury ("增色")
bus ("赱")
busa ("增订")
busb ("墊")
busc ("騺")
busf ("𨎌" "𣙗")
bush ("𦥎")
busi ("蟄")
busj ("增高" "䠟")
busk ("漐" "𣊓")
busl ("贄" "𥊍" "𥂕")
busm ("增产" "摯")
buso ("增效")
busp ("超前享受" "䥍")
busq ("增设")
busr ("鷙" "褺" "䲀")
buss ("恐怖主义" "超前意识" "謺")
busu ("𦎷" "𤍠")
busw ("慹")
busx ("𡒶")
busz ("縶" "𡠗")
buth ("增减")
butx ("填料函")
buuj ("墡")
buul ("𢅲")
buuo ("增益" "埮")
buuv ("增为")
buva ("增添")
buvb ("恐怖活动")
buvp ("增派")
buvy ("煮沸" "超前消费")
buw ("達" "逹")
buwa ("幸福")
buwb ("幸运" "增进")
buwc ("恐惧心理")
buwf ("增速")
buwi ("增补")
buwm ("增选")
buwu ("夹道")
buwy ("𡑍")
buwz ("夹心")
buxb ("夹层")
buxi ("𥀀" "𤿹" "𤴢")
buxk ("𡏊")
buxl ("𥂎")
buxm ("𢵨")
buy ("報" "郏")
buya ("夹子")
buyb ("来料加工")
buyd ("趋炎附势")
buyj ("增加" "增强")
buym ("㙿")
buys ("㼬")
buyx ("報")
buyy ("埢" "𨝜")
buyz ("𡌡")
buzd ("元数据")
buze ("𡏰")
buzl ("𥃁")
buzm ("增收" "𪪞" "𪤁" "𡓌")
buzs ("增塑剂")
buzu ("喜忧参半")
buzw ("夹缝")
buzx ("超前发展")
buzy ("幸好")
buzz ("恐怖组织")
bv ("来")
bvae ("地形")
bvai ("地下" "地丁")
bvaj ("老河口")
bvau ("地平" "𡐵")
bvbb ("都江堰" "地坛")
bvbh ("地域")
bvbi ("地址")
bvbv ("𡎓")
bvbw ("地壳")
bvbx ("地块")
bvbz ("地动")
bvcd ("地球")
bvck ("地理")
bvcn ("盐渍化")
bvcr ("地表")
bvcy ("地契")
bvdq ("地势" "地热")
bvdx ("地摊")
bveb ("地基" "盐湖城")
bvej ("地勤")
bvek ("地黄")
bvew ("地带")
bvex ("地支")
bvfb ("地标")
bvfc ("教学相长")
bvfg ("地震")
bvfk ("地雷")
bvfp ("地板")
bvga ("来源于")
bvgj ("地面")
bvgm ("地龙")
bvgs ("地磅")
bvgu ("地磁")
bvgz ("教学大纲")
bvho ("地区")
bvij ("地点")
bvik ("地步")
bviv ("地上")
bvix ("土法上马")
bvjr ("地图")
bvju ("赴汤蹈火")
bvko ("地界")
bvky ("老油子")
bvkz ("地电")
bvlh ("动滑轮")
bvls ("云游四方")
bvlv ("五湖四海")
bvmk ("地利")
bvml ("地租")
bvms ("土法生产")
bvmt ("教学秩序")
bvmu ("地毯" "地税")
bvmz ("地委")
bvna ("声泪俱下")
bvnb ("𡐘")
bvnc ("地段")
bvnd ("𪣔")
bvnj ("地堡")
bvno ("地价")
bvns ("地位")
bvof ("墚")
bvoq ("塉")
bvpe ("地质")
bvpf ("地铺")
bvpk ("教学质量")
bvpl ("地盘")
bvpm ("地铁")
bvpn ("地貌")
bvqb ("地脚")
bvqe ("地膜")
bvqs ("地狱")
bvrd ("垗")
bvri ("地处")
bvrj ("地名")
bvrl ("地角")
bvsc ("地主" "地滚球")
bvsl ("地市")
bvsm ("地产")
bvso ("𪣨")
bvsr ("地衣")
bvsy ("地方")
bvtg ("地头")
bvtv ("五渡河")
bvut ("教学情况")
bvuv ("喜洋洋")
bvvk ("地温")
bvvl ("地洞")
bvvw ("地学")
bvvx ("地漏")
bvwf ("教学楼")
bvwj ("地宫")
bvwm ("地窖")
bvwo ("地穴")
bvwu ("地道")
bvwv ("教学法")
bvwy ("工学院")
bvwz ("地心")
bvxb ("地层")
bvxi ("地皮")
bvxj ("示波器")
bvxm ("示波管")
bvxr ("𪣴")
bvxy ("老婆子")
bvy ("墚")
bvye ("教学改革")
bvzf ("老泪纵横")
bvzh ("地线")
bvzo ("土洋结合")
bvzy ("地级")
bw ("壹")
bwa ("殼" "懿")
bwad ("㘾")
bwae ("𪣥")
bwag ("塜" "𡔿")
bwai ("坾" "𡒌")
bwaj ("𡏾")
bwak ("壸")
bwal ("壝")
bwam ("𥞤")
bwap ("𤬗")
bwaq ("𣪊")
bwas ("未遂政变")
bwau ("𡕄")
bway ("壹万" "𡒌")
bwb ("壼" "垸")
bwba ("志士")
bwbc ("志趣")
bwbi ("埪")
bwbk ("塇")
bwbm ("二进制")
bwbn ("规定动作")
bwbo ("城运会")
bwbq ("𣫇" "𣪝")
bwbr ("幸运儿" "垸")
bwbu ("墶" "𡐿")
bwbz ("壼")
bwck ("工农联盟")
bwcq ("瑴" "㲄")
bwcr ("𫝛")
bwd ("埞")
bwdb ("走过来" "走过场")
bwdo ("壹拾")
bwds ("垨")
bweq ("𩌊")
bwer ("𡄜")
bwfb ("𪤚")
bwfj ("𧥆" "𣝝")
bwfk ("堚" "𪤔" "𡍦")
bwfl ("𥢉" "𤜕")
bwfq ("榖" "轂" "𣫓" "𣫈")
bwg ("塚" "𥑟")
bwga ("互通有无")
bwgd ("垯")
bwgf ("槖")
bwgg ("𡕎")
bwgk ("来之不易")
bwgl ("𢅍")
bwgn ("志愿")
bwgq ("豰" "𥔳" "𣪨" "𡐌")
bwgs ("塚" "土家族" "堗" "𤠼")
bwgw ("𢦁")
bwgz ("㙆")
bwhb ("专心致志" "𦤼")
bwhd ("𪣤")
bwhe ("𪣗")
bwhq ("毂")
bwia ("壺" "𡔾" "𡔳")
bwif ("攻心战术")
bwii ("蠧")
bwiq ("𧏚" "𧎅")
bwjb ("𡔪")
bwjc ("𤨻")
bwjd ("𡔺")
bwjf ("𣓷" "𡒩")
bwjj ("𡏁")
bwjl ("填补国内空白")
bwjm ("𩏻" "𩎲")
bwjq ("嗀" "嗀" "𣫎" "𣫀" "𣚯")
bwjr ("𣣿" "𡕅")
bwju ("壹" "𡔹" "𡓾")
bwk ("壶")
bwka ("壷")
bwke ("元宵节")
bwkg ("𡔱")
bwkk ("𪤴")
bwkl ("𡒨")
bwkm ("工农业生产")
bwko ("𡐔")
bwkq ("𣹬")
bwkr ("赤褐色")
bwku ("壶" "工农业总产值")
bwkw ("赤裸裸" "𪭘")
bwkz ("𡔻" "𡔩" "𡏉")
bwlc ("𪣵")
bwld ("𡎚")
bwlj ("𡑟")
bwlk ("攻守同盟" "𣫪")
bwll ("𡔍")
bwlo ("𡒆")
bwlq ("觳" "瞉" "𣫅" "𣪛")
bwlr ("覟")
bwls ("𡒵")
bwlw ("老祖宗")
bwm ("𪣏" "𡉴")
bwmh ("垞" "𢧺" "𢧣")
bwmj ("𡑛")
bwmq ("穀" "㨌" "𤚲" "𣪸" "𣪬")
bwmv ("超额利润")
bwmy ("志气" "塠")
bwna ("壹佰")
bwnj ("志向")
bwnm ("壹仟" "二进位制")
bwnn ("互通信息")
bwnr ("埃塞俄比亚")
bwny ("壹亿")
bwnz ("𪕷")
bwo ("坹")
bwoa ("𡔫")
bwob ("𡑮")
bwof ("堔")
bwoj ("塎")
bwol ("𪤼")
bwoq ("𪏙" "𧹲")
bwor ("𪍠")
bwq ("壳" "殻")
bwqa ("𡊬")
bwqd ("壳" "坈" "𡊫")
bwqe ("𩍤" "𩌥")
bwqf ("𨢋")
bwqg ("𫗤" "𧲇" "𥔼")
bwqi ("螜" "𧐜")
bwqj ("𣪥")
bwql ("赤道几内亚" "𩩬")
bwqm ("𥡛" "𤛓" "𤚼")
bwqn ("𩁡" "𩀠")
bwqq ("殼" "殻" "䐨")
bwqr ("𪇗" "𪇂" "𪆪" "𪆑" "𪅏")
bwqs ("志丹" "𢣞")
bwqu ("𦎼")
bwqw ("愨" "悫" "慤" "𢣯" "𢢿" "𢡱")
bwqy ("㙀")
bwqz ("𡠆")
bwr ("坨")
bwrb ("𡔸")
bwrc ("塳")
bwrd ("売")
bwrh ("𪣖")
bwrj ("考察团" "𡄻")
bwrk ("工农业")
bwrl ("𧹌" "𧰝")
bwrp ("工农兵")
bwrq ("鷇" "𪃟" "𣪳")
bwrr ("壱" "坨" "𣨑")
bwru ("𣩉")
bwrw ("懿" "幸灾乐祸" "㦤" "𢦆")
bwry ("考察队" "埦")
bwrz ("𪁓" "𡤜")
bwsg ("封官许愿")
bwso ("塓")
bwsq ("㲉" "㺉" "𣫔")
bwsr ("𪇄" "𧞺" "𧞹" "𧞒")
bwsx ("喜迁新居")
bwsy ("𡍀")
bwte ("𣂍")
bwto ("老实人")
bwts ("老实说")
bwud ("互通情报")
bwug ("壶关" "𡑞")
bwui ("地道战")
bwuj ("工农差别")
bwum ("吉祥物" "𢿰")
bwuq ("糓" "㷤" "𧯸" "𦎯" "𣫗")
bwur ("鷧" "㱅" "𪄗")
bwux ("皼")
bwuz ("亄" "𡏤")
bwvm ("二连浩特")
bwvs ("规定汇率")
bwwh ("超额完成")
bwwm ("填空补缺")
bwwn ("填补空白")
bwwq ("𢣞" "𢢢")
bwxb ("𡑚")
bwxf ("𣡆" "𡕏")
bwxg ("𥗣")
bwxi ("㚄")
bwxk ("𪤪" "𡐡")
bwxm ("𣰺")
bwxq ("𥀎")
bwxr ("𪈞")
bwy ("𪣲")
bwya ("五边形" "工字形")
bwyd ("𡋉")
bwyj ("老字号" "𥡮")
bwym ("𣫉")
bwyp ("工字钢")
bwyq ("彀" "㝅" "𣫌" "𣫃")
bwyr ("𪄽")
bwyy ("地心引力" "𪤌" "𦐼")
bwyz ("𡔵")
bwz ("志" "𢖽" "𡋀" "𡉾")
bwzf ("𣙲")
bwzi ("攻心战")
bwzl ("𥃕")
bwzm ("垵")
bwzq ("縠" "㜌" "䍍" "𪕸" "𣪹" "𣪒" "𡔴")
bwzr ("𣤟")
bwzs ("吉祥如意")
bwzu ("㚃")
bwzy ("𡌝")
bwzz ("𡑣")
bx ("五")
bxag ("𡎝")
bxai ("𣫆")
bxan ("五百")
bxar ("五列")
bxau ("走马灯" "𡏈")
bxav ("五一")
bxay ("五万")
bxb ("壽")
bxbd ("墛" "垏" "𪤻")
bxbj ("𡕐")
bxbo ("块规")
bxbs ("𡋶")
bxbv ("坡地")
bxbz ("𡌷")
bxcm ("𡑒")
bxd ("𡍜")
bxdf ("𣝷")
bxdg ("𩕯")
bxdh ("喜马拉雅山")
bxdm ("𣀘")
bxdn ("魗")
bxdp ("声援")
bxdq ("声势" "𣫐")
bxdr ("五指" "𪇘" "𣤫")
bxdu ("燾")
bxdw ("未尽事宜" "㦞")
bxdy ("𨞪")
bxed ("五十" "𡉜")
bxeh ("𪤓")
bxej ("𣫊" "𡍄")
bxew ("声带")
bxex ("块茎" "𪔰")
bxez ("罄")
bxfu ("五楼")
bxfv ("𡏺")
bxfx ("块根")
bxgd ("块")
bxgn ("五原" "𪵴")
bxhb ("𣫒" "𡎔")
bxho ("声区")
bxhv ("五成")
bxi ("坡")
bxia ("声卡")
bxic ("𦖜")
bxii ("𡐆")
bxij ("五点")
bxik ("声频")
bxin ("走马上任")
bxiq ("壻")
bxix ("𣀓")
bxj ("吾" "𪣩")
bxjb ("五味")
bxjd ("壽" "𡔽" "𡑎")
bxjl ("毊" "𥃟")
bxjm ("㙔" "𩏜")
bxjn ("声响")
bxjr ("𪇟")
bxjs ("壀")
bxju ("墱" "𣫤" "𡕌" "𡑳" "𡑱")
bxk ("墹")
bxke ("𪐕" "𤯒" "𣫜")
bxkf ("𣫙")
bxkm ("五星" "墀" "𡍅")
bxkq ("声明" "𡎮")
bxkv ("埭" "𡍖")
bxl ("堳")
bxld ("埇")
bxlk ("𡒸")
bxll ("𣫨")
bxls ("𡓹")
bxlx ("𡎹")
bxm ("声" "𡔝" "𡔜")
bxme ("五千")
bxmg ("𥗚")
bxmh ("𪣘")
bxmi ("𠭐")
bxmj ("𡄈")
bxmk ("馨")
bxmm ("𥢮" "𡒛")
bxmr ("声称")
bxnf ("老骥伏枥")
bxnh ("五代")
bxnj ("五保")
bxno ("五份" "㙌" "𧹷")
bxnr ("声像")
bxns ("五倍")
bxnw ("声息")
bxo ("垠")
bxoi ("𣫣")
bxol ("𧷀")
bxoo ("五谷")
bxoq ("𡑴")
bxor ("𪍱")
bxow ("㲆")
bxoy ("五分")
bxoz ("赶尽杀绝")
bxp ("鏧")
bxpa ("五金")
bxpf ("五彩")
bxpl ("五岳")
bxq ("聲" "馨")
bxqc ("聲")
bxqd ("𡏷")
bxqf ("䡰" "㯏" "𨢤")
bxqg ("磬")
bxqi ("𧐡" "𧏌")
bxqj ("𪡽")
bxqk ("漀" "𣍆")
bxql ("𫍟" "𥊧")
bxqm ("撀" "䅽" "𤛗")
bxqn ("㿦")
bxqp ("鏧")
bxqq ("𡕑")
bxqs ("謦" "𪚣")
bxqt ("五脏")
bxqu ("㷫" "𥼆")
bxqv ("五月")
bxqx ("殸" "𡍰")
bxqy ("㘲" "𣪤" "𢐙")
bxr ("坭")
bxri ("𪤺")
bxrj ("声象" "𡄒")
bxrk ("声乐")
bxrl ("𧤴")
bxrn ("壛")
bxrr ("坭")
bxrt ("㲇")
bxry ("声色")
bxs ("㘮" "𪢶")
bxsa ("声言")
bxsd ("声讨")
bxse ("𡎰")
bxsk ("声音" "韾" "𣼘")
bxsl ("声调")
bxsq ("声望")
bxst ("𡋤")
bxsu ("声旁")
bxsw ("老马识途")
bxtg ("块状")
bxtv ("坡度")
bxu ("燾")
bxue ("塀" "块煤")
bxuf ("五米")
bxug ("五类")
bxul ("壗")
bxuy ("𡓂")
bxva ("声誉")
bxvb ("地对地")
bxvv ("五洲")
bxvw ("声学" "地对空")
bxvx ("声波")
bxwb ("𣫝")
bxwe ("五寨")
bxwf ("声速")
bxwl ("埽")
bxwu ("坡道")
bxwx ("埐")
bxwy ("五官")
bxxa ("坦桑尼亚")
bxxe ("走马观花")
bxxf ("𪤒")
bxxi ("㘧")
bxxu ("𤍌")
bxxx ("㙍")
bxyb ("𡌞")
bxyc ("声张")
bxyj ("㲈" "𡌟")
bxyq ("墢")
bxys ("声障" "𤭩" "𣫘" "𠠐")
bxyy ("翿" "𡓲" "𡍾")
bxz ("堀")
bxzl ("声纳")
bxzq ("声能")
bxzy ("声母")
bxzz ("堀" "𡒈" "𡑥")
by ("都")
bya ("孝" "𡉶" "𡉗")
byai ("教正")
byao ("封建残余")
byba ("教士")
bybh ("超越" "都城")
bybi ("教工")
bybj ("𡑏")
bybk ("起来" "都未")
bybm ("𪤤")
bybn ("𡕋")
bybo ("功夫" "教规")
bybq ("𡐦")
bybu ("𡑹")
bybv ("场地" "嘉陵江" "越陷越深")
byby ("𡌈")
bych ("场长" "㙣")
bycm ("功耗")
byda ("㐊" "㐋")
bydd ("顽强拼搏")
bydj ("教导员")
bydn ("起拍" "超导体")
bydp ("教授" "起誓")
bydr ("教导处")
bye ("𢍇")
byed ("𡊓" "𡊈")
byeh ("超载")
byek ("起草")
byeq ("超期" "起获")
byer ("孝敬")
byev ("超薄" "起落")
byew ("功劳" "韧带")
byex ("超支")
byfa ("教本")
byfd ("教材")
byfr ("𣤷")
byfv ("都要")
byga ("教研")
bygd ("超大")
bygj ("场面")
bygn ("超导磁体")
bygo ("动弹不得")
bygq ("都有")
bygx ("起码")
byha ("功臣" "孝感")
byhd ("垊")
byhe ("超车")
byhk ("起到")
byho ("教区")
byi ("地")
byia ("都督" "𪣅")
byij ("起点")
byik ("起步")
byio ("超龄" "教龄")
byj ("超" "𡊱" "𡊗")
byjd ("起因")
byje ("起哄")
byjh ("增加到")
byjl ("功勋" "教员" "超员")
byjr ("起跑")
byjv ("起跳")
byjz ("教唆")
byk ("韫")
byka ("教师")
bykb ("𡔬")
bykk ("都昌")
byks ("场景")
bykv ("都是")
bykw ("教堂")
byky ("孝子贤孙")
bykz ("起电")
bylb ("邛崃")
bylo ("场内" "教具")
bylr ("起见")
bylv ("功用")
bylx ("起眼")
bym ("教" "功" "㘦" "𡉁")
bymb ("𡋺")
bymc ("超生")
bymf ("垜" "𣐟")
bymi ("埏")
bymj ("教程" "起程")
bymk ("超重" "起重")
bymm ("起笔")
bymr ("起先")
byms ("圾")
bymv ("动力学")
bymw ("𪓴")
bymz ("教委")
byna ("都使")
bync ("起身" "教皇")
bynd ("坲")
byne ("超值")
byng ("起伏" "孝顺")
byno ("起价")
bynr ("教化")
bynx ("超假")
byo ("场")
byoa ("场合")
byob ("都会" "教会" "教徒")
byod ("场")
byoe ("功德")
byoo ("教父")
byop ("𪤝")
byow ("场馆" "教令")
byp ("韬")
bype ("起锚")
byps ("起航" "𡍢")
bypv ("场所")
bypx ("超导金属")
byqd ("超凡")
byqu ("超脱")
byrb ("吉隆坡")
byrf ("教条")
byrg ("超然")
byri ("场外")
byrj ("功名")
byrt ("都匀")
byry ("教务" "起色")
byrz ("𩿆")
bysc ("教主")
bysf ("𣑧")
bysi ("场站")
bysj ("超高")
bysk ("功课")
bysl ("都市" "超市")
bysm ("教诲" "超产")
bysn ("教训")
byso ("功效" "起义" "教义")
bysp ("起诉")
byss ("封建主义")
bysu ("起立")
bysv ("功率")
bysy ("场记")
bysz ("教育")
byta ("老弱病残")
bytf ("起床")
bytg ("起头" "教头")
bytl ("动力装置")
bytr ("都将" "场次")
bytv ("超度")
byub ("都兰")
byug ("𡑖")
byuk ("起爆")
byul ("起着")
byum ("韧性")
byun ("教养")
byuo ("起火" "教益" "𤈔")
byuq ("超前")
byuu ("增强塑料")
byvb ("教法")
byvg ("起源" "功力深厚")
byvp ("教派")
byvv ("壭" "𨙭" "𡊊")
byvw ("教学")
byw ("逇")
bywd ("超过")
bywf ("超速")
bywg ("起家")
bywh ("教室")
bywn ("封建迷信")
bywo ("封建社会")
bywr ("超额")
byww ("赤子之心")
bywx ("𡐄")
bywy ("起初" "教官")
bywz ("教案" "孝心" "都安" "𢘰")
byxb ("起劲")
byxe ("起居")
byxi ("韧皮")
byxj ("超群")
byxl ("𡎠")
byxu ("都灵")
byxx ("城建局")
byxy ("教书")
byy ("起" "圮")
byya ("圮" "𡉏")
